time,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,acceleration_x_local,acceleration_y_local,acceleration_z_local,acceleration_x_world,acceleration_y_world,acceleration_z_world,angular_velocity_x,angular_velocity_y,angular_velocity_z,rotation_x,rotation_y,rotation_z,motor_thrust,engine_mass,dry_mass,mass,tvc_1_position_y,tvc_1_position_z,tvc_1_throttle,tvc_1_setpoint_y,tvc_1_setpoint_z,tvc_1_error_y,tvc_1_error_z
0.02000000000000001,0.0,1.796430854178617e-11,-1.0901795917869465e-11,0.0,0.0,0.0,1.3546113982101908,5.337114219208291e-06,-2.228195450446436e-05,-8.45538860178981,5.337235169826415e-06,-2.2281952612205436e-05,0.0,0.0,0.0,-2.35898667796022e-19,3.6463444519601598e-09,6.00837473083489e-09,11.869864864864864,5.990300270270264e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,0.0009424563106353142,0.000225737942248524,1.0,2.033927389025203e-10,-1.3000587391333231e-08,0.0,0.0
0.04000000000000003,0.0,-4.1446502591948185e-11,-1.1194201319016683e-11,0.0,0.0,0.0,2.644717797125459,-6.593132327243085e-06,-4.357068417184276e-05,-7.165282202874541,-6.5937212504421096e-06,-4.3570520630270115e-05,0.0,0.0,0.0,-4.1579352181229145e-18,3.743680831486451e-09,-1.3861089762962453e-08,44.38297297297297,5.98106243243242e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,0.000943928946319221,-0.00014282238873209854,1.0,2.297633870367742e-09,8.273920002364279e-09,0.0,0.0
0.060000000000000046,0.0,-2.0884865203987024e-11,-2.8234816515190326e-11,0.0,0.0,0.0,3.934824493406538,-8.551231414917476e-05,-3.636947651840544e-05,-5.875175506593454,-8.551181146299126e-05,-3.636970730269877e-05,0.0,0.0,0.0,-5.787957324451794e-18,9.44280116710793e-09,-6.981239651030843e-09,97.53932432432433,5.971824594594576e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,0.0005295799819227372,-0.0012451695129935107,1.0,-9.75850010883376e-10,-2.1255619720643534e-09,0.0,0.0
0.08000000000000006,0.0,-7.21250175954235e-11,9.723041414556178e-11,0.0,0.0,0.0,5.224931489178248,5.1506956039325246e-05,7.652619016682789e-06,-4.585068510821726,5.15039724490408e-05,7.655467861041223e-06,0.0,0.0,0.0,-8.144003747790684e-17,-3.251930937416656e-08,-2.4103187321172035e-08,171.3389189189189,5.962586756756731e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,-8.388618032704066e-05,0.0005648499219113905,1.0,5.122630952050138e-09,5.364923462404626e-09,0.0,0.0
0.10000000000000007,0.0,-3.5947736516730715e-12,5.883833919138592e-11,0.0,0.0,0.0,6.515038781956359,3.8027442860258746e-05,-5.440048575709174e-05,-3.2949612180436096,3.8026585998022674e-05,-5.4397215993922246e-05,0.0,0.0,0.0,-7.717739540250449e-17,-1.965721672380173e-08,-1.1758202197625402e-09,265.78175675675675,5.953348918918887e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,0.0004784477399397719,0.00033443562641057094,1.0,3.0248916021815445e-09,7.926920843403667e-10,0.0,0.0
0.12000000000000009,0.0,3.177291021331898e-11,-2.2333699713886e-11,0.0,0.0,0.0,7.80514637214171,6.356421486428667e-05,0.00010254069971503781,-2.004853627858246,6.356421798581011e-05,0.00010253734205833246,0.0,0.0,0.0,-8.887315295706859e-17,7.498570880181636e-09,1.0653234780561749e-08,380.8678378378379,5.9441110810810434e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,-0.0007527522766242806,0.0004666102193617675,1.0,-1.8034094330423825e-09,-1.6765814045187581e-12,0.0,0.0
0.1410000000000001,0.0,2.4542904731061795e-11,-3.098180705601363e-11,0.0,0.0,0.0,9.159759663405326,-0.00010219272302288181,3.2309458466458006e-05,-0.6502403365946172,-0.00010218867678319048,3.2306934306780426e-05,0.0,0.0,0.0,-1.2586860234959116e-16,1.0385252592721725e-08,8.218753302130552e-09,523.9255135135136,5.934411351351307e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,-0.00020211668210587513,-0.0006392573357320954,1.0,-8.377502443229704e-10,-1.342917534147628e-09,0.0,0.0
0.16100000000000012,1.540518220369813e-05,7.433721081122355e-10,2.735885706795113e-10,0.004243025933461845,2.074663814250631e-07,5.761369166114465e-08,10.556250555377977,0.00020136657204894591,7.873383076182498e-05,0.7462505553775607,0.00020138728805875377,7.873688159109941e-05,2.1178320329721314e-16,-1.685902433344662e-07,6.047381903587531e-07,2.535593521605861e-16,-2.6218385170385035e-08,1.470884835333367e-07,681.9685793918919,5.914799750000002e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,-0.0004273242037026312,0.0010928376183020163,1.0,6.738909854504018e-10,-4.5759139591949345e-09,0.0,0.0
0.18100000000000013,0.0003529852131226323,2.9043911042790513e-09,-2.1432242671069004e-09,0.03430989245405615,2.371362343943564e-07,-2.0616333591135617e-07,11.998330242544025,3.2326546594809435e-05,-0.00012797554387510484,2.188330242542948,3.242444871720687e-05,-0.00012805178293729368,-7.132039286260496e-16,5.976819579333796e-07,6.847935713229839e-07,2.495264902990965e-16,3.9831002020694613e-07,5.067490358485739e-07,862.9954543918919,5.8907422500000043e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,0.0006107589919507961,0.0001539019420003054,1.0,-1.1693376251892069e-08,-1.5016007807346475e-08,0.0,0.0
0.20100000000000015,0.0015803171606755507,5.773839894511095e-09,-1.9908639138417375e-09,0.09321812572028845,7.047281236330744e-08,-1.6247372007488348e-07,13.440382783612439,0.00011016229635896552,6.26386202454059e-05,3.6303827836109885,0.00011038325156531704,6.256043493345246e-05,-8.934805464263025e-15,4.6281058316678947e-07,1.760146129675635e-07,7.340829448391884e-15,3.598177488449918e-07,9.520075308274171e-07,1067.097329391892,5.8666847500000066e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,-0.00026735792197542734,0.00046867386709359155,1.0,-8.648522406551226e-09,-2.444111310975402e-08,0.0,0.0
0.22100000000000017,0.0042742199941044915,1.241763285036038e-08,-1.0889081338895957e-08,0.18096673220251697,4.6733872609214875e-07,-9.778874246629326e-07,14.882361556068753,-3.68452563142283e-05,-0.0001922282771042893,5.0723615560641875,-3.633423234815865e-05,-0.00019267788873079473,-7.823587122886808e-14,2.8177781122173603e-06,1.294208583888111e-06,-4.4137480602948225e-15,1.8924119041616677e-06,2.041549891752063e-06,1294.274204391892,5.842627250000008e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,0.0007383262119155434,-0.00014381542207746032,1.0,-3.6998751562382975e-08,-4.205240178059487e-08,0.0,0.0
0.2410000000000002,0.009007953101046507,2.6785243992330173e-08,-3.282638856463142e-08,0.2971859860351489,9.084411580049895e-07,-8.949559757893795e-07,16.33349245674328,0.00013082280147182817,3.136518854485555e-05,6.523492456736433,0.00013202220194358659,2.985040561089888e-05,6.746683416963997e-14,2.4589753148154163e-06,2.4831246355430444e-06,9.631914571982736e-14,5.4545515686518434e-06,4.3496143263899235e-06,1544.232003634316,5.812890454545455e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,-0.00011533172815692446,0.0004546946102034408,1.0,-9.512255062589733e-08,-7.531774324761106e-08,0.0,0.0
0.2620000000000002,0.016816988374874803,4.534892284311246e-08,-4.852493317357276e-08,0.45227662671916175,1.265213400061417e-06,-3.976002121764085e-07,17.978647856501397,-2.703803596903777e-05,0.00014919321087883945,8.168647856524318,-2.4849310477515668e-05,0.00014678785551417432,4.774064186748278e-13,7.604151624646739e-07,3.321631519524263e-06,6.100133667175713e-13,7.709145642030869e-06,7.1655192854833075e-06,1833.1442763615885,5.776512727272727e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,-0.0004830986508121269,-9.312952610375935e-05,1.0,-1.1552627252803534e-07,-1.051218050094259e-07,0.0,0.0
0.2830000000000002,0.028245654046248656,7.293931702242063e-08,-4.635354330135163e-08,0.641911217467513,1.510854384249293e-06,7.692124565180306e-07,19.623384807954785,0.0002076346766649041,-2.777160606822478e-06,9.813384807914284,0.00021137849773148517,-5.086057461146865e-06,1.3504707042487213e-12,-2.952367599740921e-06,3.6713421234474747e-06,2.145816764532473e-12,6.5722906539732904e-06,1.1141450609605956e-05,2149.705912725224,5.740135e-05,0.8,<pytvc.physics.physics_body object at 0x00000130B50F6E50>,1.3591057929214165e-06,0.0005952668316182358,1.0,-8.659027080582185e-08,-1.4040405460120853e-07,0.0,0.0
